sale_id,house_id,owner_id,sale_date,sale_price,payment_method,loan_amount,down_payment,interest_rate,loan_term_years,agent_id,registration_fee,tax_amount,discount_amount,sale_status
1442,H05401,O00437,2025-01-05,31264933,Home Loan,15284594,15980339,11.2,25,A131,312649,1563247,420452,Cancelled
1443,H01501,O01769,2021-12-07,44100764,Mortgage,33474285,10626479,11.27,25,A065,441008,2205038,278479,Pending
1444,H03589,O00229,2021-01-20,47211273,Bank Transfer,15983232,31228041,7.85,25,A191,472113,2360564,318485,Pending
1445,H06794,O00314,2020-11-15,16947908,UPI,7816502,9131406,9.62,30,A090,169479,847395,478196,Completed
1446,H07117,O00638,2021-06-01,10313281,UPI,5416375,4896906,8.58,10,A017,103133,515664,91400,Pending
1447,H07776,O00731,2020-07-07,40477760,Home Loan,30476977,10000783,7.13,10,A073,404778,2023888,270510,Cancelled
1448,H03578,O01846,2025-09-18,5011632,UPI,2088531,2923101,11.07,15,A173,50116,250582,282167,Cancelled
1449,H07438,O00109,2022-02-17,24465233,Home Loan,18775776,5689457,7.32,30,A018,244652,1223262,212323,Completed
1450,H05698,O00952,2024-10-19,42104952,Mortgage,13812127,28292825,10.5,25,A159,421050,2105248,338893,Cancelled
1451,H09532,O00546,2020-01-21,27316848,Bank Transfer,16450438,10866410,7.87,20,A115,273168,1365842,492064,Cancelled
1452,H04835,O00186,2020-06-28,14260065,UPI,8074961,6185104,9.66,25,A089,142601,713003,133460,Pending
1453,H08932,O00372,2022-06-16,38359117,UPI,26081609,12277508,8.5,15,A116,383591,1917956,201289,Completed
1454,H08257,O00393,2022-11-23,5569972,Mortgage,4304463,1265509,10.08,20,A197,55700,278499,448361,Cancelled
1455,H09273,O01256,2022-09-26,36676876,Mortgage,22524807,14152069,8.61,15,A123,366769,1833844,48060,Completed
1456,H06452,O00200,2022-05-27,27611444,Cash,19894907,7716537,10.89,10,A101,276114,1380572,192510,Completed
1457,H04436,O00865,2021-05-24,14671717,Cash,6413812,8257905,9.47,10,A157,146717,733586,328098,Completed
1458,H07651,O00310,2020-10-04,36704020,Mortgage,18043796,18660224,10.61,15,A037,367040,1835201,474126,Cancelled
1459,H07691,O00458,2024-12-28,19162982,Bank Transfer,7090069,12072913,11.12,10,A112,191630,958149,498956,Completed
1460,H05939,O01227,2022-07-28,37250383,Cash,27799250,9451133,10.02,15,A146,372504,1862519,360935,Pending
1461,H00033,O00920,2023-04-06,15551880,Cash,12315128,3236752,11.78,25,A132,155519,777594,239958,Completed
1462,H00039,O01142,2021-02-13,33817780,Cash,18131501,15686279,11.35,30,A109,338178,1690889,58524,Completed
1463,H01383,O01365,2023-09-07,9804948,Bank Transfer,5304281,4500667,11.79,15,A180,98049,490247,133630,Cancelled
1464,H06523,O01225,2024-05-17,7621383,Mortgage,6013991,1607392,10.01,15,A127,76214,381069,482527,Cancelled
1465,H03721,O01435,2020-02-23,16063923,Bank Transfer,5173194,10890729,7.33,15,A155,160639,803196,93022,Pending
1466,H06505,O01154,2023-09-08,47747221,UPI,18548107,29199114,10.52,30,A131,477472,2387361,35737,Completed
1467,H04379,O00757,2024-09-20,32189021,Cash,11552127,20636894,8.01,10,A072,321890,1609451,284584,Completed
1468,H09670,O01476,2021-02-04,24749995,Home Loan,7630718,17119277,8.9,25,A149,247500,1237500,305570,Pending
1469,H06480,O01932,2022-06-05,45370516,Bank Transfer,31355134,14015382,8.87,20,A150,453705,2268526,47833,Cancelled
1470,H08646,O00392,2022-09-16,42346622,Mortgage,25420032,16926590,7.5,25,A037,423466,2117331,299978,Completed
1471,H05858,O00216,2022-07-02,42169368,Home Loan,21298454,20870914,8.03,20,A182,421694,2108468,210186,Completed
1472,H02778,O01654,2025-09-04,34169619,Bank Transfer,27188049,6981570,9.32,30,A164,341696,1708481,386038,Pending
1473,H04168,O01100,2024-08-24,40032568,Mortgage,12678938,27353630,11.29,10,A036,400326,2001628,431457,Completed
1474,H01808,O01235,2025-03-28,18776688,Home Loan,9863870,8912818,6.95,10,A199,187767,938834,191398,Pending
1475,H03526,O00186,2020-04-13,30180104,Bank Transfer,18958761,11221343,8.76,20,A088,301801,1509005,66327,Cancelled
1476,H05737,O00541,2021-06-16,6100768,Home Loan,3547812,2552956,9.04,15,A107,61008,305038,427682,Cancelled
1477,H02397,O00040,2023-04-28,32528647,Cash,16897194,15631453,8.33,25,A115,325286,1626432,381801,Cancelled
1478,H02060,O01219,2023-04-04,22231834,Home Loan,17596506,4635328,11.38,30,A095,222318,1111592,122981,Pending
1479,H04642,O01811,2025-07-07,30454072,Mortgage,14240835,16213237,10.57,25,A034,304541,1522704,187903,Cancelled
1480,H05300,O00660,2024-02-08,7152094,Bank Transfer,4642774,2509320,11.72,25,A058,71521,357605,129175,Completed
1481,H01405,O00480,2020-06-17,21827323,Cash,11765925,10061398,11.63,10,A135,218273,1091366,451289,Completed
1482,H00847,O01258,2021-03-10,46094540,Bank Transfer,21739674,24354866,11.64,10,A026,460945,2304727,422148,Pending
1483,H02837,O01949,2021-07-08,37322003,Mortgage,25813964,11508039,10,10,A151,373220,1866100,133183,Completed
1484,H04292,O00448,2022-03-04,25575257,Mortgage,10989769,14585488,6.98,10,A110,255753,1278763,182782,Completed
1485,H08358,O00924,2022-10-29,23808769,UPI,18560921,5247848,11.22,10,A156,238088,1190438,385834,Cancelled
1486,H05531,O01694,2025-08-26,21409466,Bank Transfer,11806665,9602801,11.47,25,A085,214095,1070473,147973,Pending
1487,H09555,O01189,2023-02-05,18294975,Home Loan,10542721,7752254,7.83,25,A196,182950,914749,41313,Completed
1488,H07804,O00087,2020-09-10,27645616,Bank Transfer,8518335,19127281,9.7,25,A150,276456,1382281,147062,Completed
1489,H04121,O01364,2021-09-22,32217201,UPI,24383713,7833488,7.64,20,A171,322172,1610860,241277,Pending
1490,H06916,O00889,2021-11-27,36291924,Cash,19849855,16442069,9.33,15,A199,362919,1814596,248084,Cancelled
1491,H02471,O00934,2023-11-24,47936048,UPI,23828357,24107691,7.84,30,A120,479360,2396802,34930,Cancelled
1492,H07880,O00171,2024-10-25,9416703,Home Loan,4867628,4549075,9.5,15,A018,94167,470835,371255,Cancelled
1493,H02605,O00491,2025-10-23,49960926,Home Loan,24006427,25954499,7.91,15,A168,499609,2498046,103562,Completed
1494,H04386,O01150,2020-10-23,47645198,Mortgage,29709549,17935649,9.13,15,A172,476452,2382260,245132,Completed
1495,H05821,O01074,2023-10-16,11207676,Bank Transfer,4616202,6591474,10.7,15,A141,112077,560384,239080,Cancelled
1496,H02800,O01877,2022-09-24,49228286,Bank Transfer,21553623,27674663,7.61,10,A064,492283,2461414,342376,Pending
1497,H07220,O00123,2020-08-27,47438598,Mortgage,27635500,19803098,8.57,25,A131,474386,2371930,282614,Cancelled
1498,H00108,O01758,2020-04-29,38178418,Cash,29159605,9018813,7.87,15,A053,381784,1908921,470347,Completed
1499,H09114,O00310,2025-02-09,15603817,UPI,6399003,9204814,8.07,25,A093,156038,780191,207619,Pending
1500,H05800,O01766,2020-02-03,15085000,Cash,10539540,4545460,10.52,30,A062,150850,754250,233665,Pending
1501,H08016,O01299,2024-01-10,29669776,Bank Transfer,13754014,15915762,6.86,20,A187,296698,1483489,339061,Pending
1502,H09096,O00441,2025-05-20,6021578,Bank Transfer,2958789,3062789,11.94,15,A019,60216,301079,385128,Pending
1503,H07102,O01242,2024-05-30,45074444,UPI,20680364,24394080,11.08,10,A118,450744,2253722,180782,Cancelled
1504,H03229,O00765,2020-08-17,22527404,UPI,17625002,4902402,9.59,30,A030,225274,1126370,343528,Cancelled
1505,H02448,O00043,2023-03-15,20926700,Mortgage,12997324,7929376,8.6,25,A078,209267,1046335,456554,Completed
1506,H09075,O00782,2020-08-14,17986082,UPI,8277757,9708325,7.48,25,A056,179861,899304,336728,Completed
1507,H00434,O01439,2022-02-16,26719020,UPI,14167389,12551631,6.82,20,A161,267190,1335951,118081,Cancelled
1508,H00298,O00817,2022-03-13,38234214,Mortgage,16772211,21462003,9.01,20,A149,382342,1911711,368639,Completed
1509,H05432,O00534,2022-10-05,28533758,Cash,20894126,7639632,10.55,10,A103,285338,1426688,95247,Cancelled
1510,H06744,O01305,2022-02-13,11577546,Cash,4106299,7471247,7.16,10,A074,115775,578877,362301,Cancelled
1511,H08996,O01563,2020-02-10,39286258,Cash,29167878,10118380,9.49,30,A196,392863,1964313,5979,Cancelled
1512,H01135,O01107,2025-07-19,33242975,Bank Transfer,25195455,8047520,7.53,30,A067,332430,1662149,295526,Cancelled
1513,H00254,O00851,2025-06-05,8816172,UPI,4950035,3866137,9.97,20,A116,88162,440809,196806,Pending
1514,H09107,O01516,2020-12-01,31060622,Home Loan,12447273,18613349,11.38,20,A075,310606,1553031,52477,Cancelled
1515,H04671,O00264,2020-06-24,14816499,Mortgage,8468173,6348326,10.94,25,A079,148165,740825,183937,Cancelled
1516,H01785,O01894,2020-12-26,18776515,Home Loan,5824381,12952134,9.15,25,A160,187765,938826,416454,Pending
1517,H07474,O01633,2020-05-31,31559615,Cash,20669972,10889643,7.08,30,A072,315596,1577981,172984,Cancelled
1518,H04800,O00731,2021-07-28,39024789,Bank Transfer,12826559,26198230,10,25,A077,390248,1951239,204873,Pending
1519,H09993,O01298,2022-09-13,17333348,Bank Transfer,8565575,8767773,10.09,30,A083,173333,866667,127807,Pending
1520,H03311,O00986,2020-11-28,40416203,Mortgage,32264238,8151965,9.14,15,A031,404162,2020810,232535,Pending
1521,H01220,O00555,2024-03-31,12903442,UPI,7006708,5896734,6.91,30,A173,129034,645172,412672,Completed
1522,H03916,O01560,2021-05-22,18684087,Mortgage,9056525,9627562,11.03,25,A086,186841,934204,86988,Completed
1523,H03751,O01259,2025-04-21,43319235,Bank Transfer,32373571,10945664,7.66,30,A080,433192,2165962,384721,Cancelled
1524,H00131,O00916,2022-12-12,22225771,Home Loan,8729200,13496571,9.02,10,A115,222258,1111289,337932,Pending
1525,H04112,O00568,2020-10-14,31791434,Bank Transfer,9602067,22189367,8.67,15,A173,317914,1589572,253014,Cancelled
1526,H03580,O01882,2023-07-26,40228793,Home Loan,24791392,15437401,6.88,30,A148,402288,2011440,332984,Cancelled
1527,H08312,O00506,2020-07-22,39324024,Bank Transfer,17517408,21806616,6.76,15,A195,393240,1966201,329690,Pending
1528,H09828,O01460,2024-02-28,35920673,Bank Transfer,11605153,24315520,11.51,30,A011,359207,1796034,67626,Cancelled
1529,H05885,O00071,2020-07-25,33491465,Bank Transfer,18819571,14671894,11.22,30,A145,334915,1674573,211049,Completed
1530,H06349,O00491,2020-02-14,38557987,Bank Transfer,20639843,17918144,7.03,30,A121,385580,1927899,291316,Completed
1531,H01134,O00773,2024-04-10,44442733,Cash,26539210,17903523,10.61,25,A129,444427,2222137,74673,Cancelled
1532,H02295,O01329,2020-01-18,24872888,Cash,15100001,9772887,9.75,15,A082,248729,1243644,271820,Cancelled
1533,H05640,O00159,2022-01-23,21265603,Bank Transfer,12918809,8346794,11.39,30,A185,212656,1063280,107335,Pending
1534,H08893,O00570,2020-11-04,21261018,Bank Transfer,13333047,7927971,8.71,25,A002,212610,1063051,100972,Cancelled
1535,H00199,O01679,2023-08-24,33254300,Mortgage,22267462,10986838,10.84,30,A113,332543,1662715,41226,Completed
1536,H06283,O01353,2023-10-26,40577926,Bank Transfer,15664953,24912973,11.29,20,A095,405779,2028896,252012,Cancelled
1537,H08168,O01482,2020-01-15,41568068,Mortgage,27351835,14216233,8.44,30,A188,415681,2078403,221840,Completed
1538,H03940,O01067,2024-02-10,46200998,Home Loan,29417180,16783818,9.87,20,A062,462010,2310050,62243,Completed
1539,H01483,O01192,2021-12-15,17868985,Mortgage,11110235,6758750,11.74,10,A087,178690,893449,177297,Cancelled
1540,H08513,O00820,2020-08-28,7633147,Home Loan,4973601,2659546,8.83,15,A049,76331,381657,344204,Pending
1541,H01452,O01749,2025-10-27,41178077,Home Loan,18932413,22245664,9.66,30,A029,411781,2058904,52261,Pending
1542,H05490,O00715,2021-01-29,23711549,Mortgage,16875184,6836365,9.97,25,A062,237115,1185577,289299,Cancelled
1543,H03324,O00828,2024-07-21,43614332,Mortgage,21375407,22238925,8.36,30,A195,436143,2180717,425175,Cancelled
1544,H09216,O00013,2023-01-01,48336655,Cash,27295848,21040807,11.58,10,A021,483367,2416833,471207,Cancelled
1545,H09258,O01756,2021-07-14,29680964,Mortgage,9839852,19841112,10.86,20,A198,296810,1484048,132877,Cancelled
1546,H08722,O00655,2021-10-31,24715461,UPI,8512070,16203391,8,30,A040,247155,1235773,266220,Completed
1547,H03592,O00042,2023-08-01,27715459,UPI,21792241,5923218,8.89,25,A148,277155,1385773,285319,Pending
1548,H04913,O00489,2022-01-07,26018029,Mortgage,9576126,16441903,10.61,15,A050,260180,1300901,71848,Cancelled
1549,H04868,O00518,2025-11-21,39072807,Home Loan,16179215,22893592,8.13,30,A189,390728,1953640,375860,Completed
1550,H09428,O00653,2020-03-05,35526120,Mortgage,14945226,20580894,9.72,30,A016,355261,1776306,417246,Pending
1551,H09221,O01109,2020-12-29,33194048,Mortgage,21829948,11364100,9.39,25,A120,331940,1659702,98825,Pending
1552,H09371,O01895,2020-09-25,35122824,UPI,21073418,14049406,7.23,25,A200,351228,1756141,245916,Cancelled
1553,H07438,O01274,2024-05-22,29457461,Bank Transfer,12238805,17218656,10.29,20,A040,294575,1472873,374448,Cancelled
1554,H02577,O00967,2021-06-19,13008520,Cash,7877789,5130731,10.43,20,A144,130085,650426,209294,Cancelled
1555,H08426,O00821,2025-02-28,26031265,UPI,20706968,5324297,7.71,25,A128,260313,1301563,84991,Cancelled
1556,H05724,O00487,2022-12-06,42829274,Cash,23385110,19444164,9.37,15,A001,428293,2141464,182754,Cancelled
1557,H06740,O01548,2022-10-12,27706343,Bank Transfer,21790246,5916097,8.25,20,A028,277063,1385317,153834,Completed
1558,H05196,O01455,2023-02-13,38441366,Cash,12699315,25742051,10.04,30,A108,384414,1922068,275836,Completed
1559,H00778,O00510,2021-05-05,39940242,Home Loan,18082521,21857721,11.11,20,A047,399402,1997012,91400,Completed
1560,H08079,O01326,2022-06-26,23749488,UPI,9006215,14743273,7.68,30,A113,237495,1187474,214234,Pending
1561,H07050,O01478,2022-02-06,3949685,UPI,1331389,2618296,8.77,30,A070,39497,197484,71172,Cancelled
1562,H02080,O00190,2025-03-22,18072968,Home Loan,10427484,7645484,8,15,A126,180730,903648,393760,Pending
1563,H09503,O01558,2025-06-12,18417070,Mortgage,7376644,11040426,10.06,10,A020,184171,920854,226108,Completed
1564,H07985,O01407,2023-12-10,22385980,Cash,9176853,13209127,7.9,15,A183,223860,1119299,473879,Completed
1565,H08658,O00600,2020-08-03,35274703,UPI,28123833,7150870,10.93,25,A129,352747,1763735,62760,Cancelled
1566,H08717,O01963,2024-02-24,12567014,Home Loan,5714453,6852561,8.69,30,A030,125670,628351,392589,Cancelled
1567,H04855,O00173,2024-08-19,23338684,Home Loan,8797568,14541116,10.74,20,A011,233387,1166934,41456,Pending
1568,H03193,O01490,2025-08-29,48476369,UPI,31949348,16527021,7.3,15,A188,484764,2423818,465083,Completed
1569,H06808,O00550,2023-11-06,15274810,Cash,4826853,10447957,9.76,25,A187,152748,763740,381752,Completed
1570,H00242,O01612,2021-09-05,29580542,UPI,23382102,6198440,8.25,25,A093,295805,1479027,318001,Completed
1571,H01280,O01587,2024-11-29,15493642,UPI,6092758,9400884,8.81,10,A021,154936,774682,388194,Completed
1572,H00484,O00596,2024-06-17,38333763,Cash,29317548,9016215,9.5,20,A123,383338,1916688,188664,Pending
1573,H03770,O01815,2024-03-11,26502947,Cash,13933537,12569410,6.72,15,A157,265029,1325147,91274,Completed
1574,H07272,O00221,2022-03-28,47873034,UPI,26966077,20906957,9.1,25,A182,478730,2393652,450681,Pending
1575,H08674,O00461,2020-01-27,12670892,UPI,5494084,7176808,8.24,10,A194,126709,633545,169869,Cancelled
1576,H00294,O00532,2021-06-09,29508772,Mortgage,10217951,19290821,6.98,25,A009,295088,1475439,52443,Cancelled
1577,H03128,O01397,2020-05-22,4444699,Cash,1766199,2678500,11.77,10,A078,44447,222235,55180,Pending
1578,H04178,O01596,2025-03-25,14458735,Mortgage,5874675,8584060,6.64,20,A198,144587,722937,49231,Pending
1579,H09169,O00504,2024-10-10,40601262,Cash,26023424,14577838,8.35,30,A093,406013,2030063,37819,Pending
1580,H06322,O00505,2024-11-22,24515560,Cash,8205480,16310080,11.51,30,A178,245156,1225778,145364,Cancelled
1581,H01486,O00698,2021-10-18,15045952,Home Loan,8571272,6474680,9.24,10,A145,150460,752298,392771,Cancelled
1582,H04477,O00693,2025-01-28,41356611,Mortgage,26411452,14945159,8.51,15,A039,413566,2067831,446027,Cancelled
1583,H01155,O00746,2020-06-20,48613062,UPI,36252297,12360765,8.57,30,A127,486131,2430653,67212,Cancelled
1584,H07005,O01176,2022-12-24,11774320,Home Loan,7161206,4613114,10.79,20,A137,117743,588716,318935,Pending
1585,H02738,O01803,2023-04-26,6455334,Mortgage,3175566,3279768,8.59,25,A147,64553,322767,458612,Completed
1586,H08125,O01993,2024-04-30,24729521,Bank Transfer,7599721,17129800,9.33,10,A186,247295,1236476,132872,Cancelled
1587,H01596,O00657,2023-05-23,44256678,Cash,24333953,19922725,6.52,15,A119,442567,2212834,449199,Completed
1588,H01573,O00817,2023-01-07,18189453,Mortgage,12341319,5848134,9.24,30,A035,181895,909473,295238,Cancelled
1589,H05697,O00195,2022-05-19,31297082,Bank Transfer,9852849,21444233,8.95,10,A051,312971,1564854,115757,Pending
1590,H00665,O01233,2022-08-13,12354562,Mortgage,6166167,6188395,10.16,30,A063,123546,617728,453211,Completed
1591,H09788,O01839,2021-02-04,22070730,Mortgage,15613491,6457239,7.7,10,A180,220707,1103536,406802,Cancelled
1592,H02201,O01752,2020-03-08,16966569,Bank Transfer,10136211,6830358,7.97,15,A033,169666,848328,280826,Cancelled
1593,H07769,O00173,2024-11-15,32261034,Bank Transfer,20821382,11439652,6.71,25,A050,322610,1613052,122242,Completed
1594,H00582,O01351,2023-11-07,5115140,UPI,2251793,2863347,10.89,20,A093,51151,255757,189060,Pending
1595,H08271,O01654,2023-12-02,42100926,Bank Transfer,27500966,14599960,9.08,30,A175,421009,2105046,479123,Cancelled
1596,H08813,O00976,2023-03-20,27431794,UPI,20343139,7088655,6.81,10,A189,274318,1371590,466596,Pending
1597,H08282,O00178,2023-07-02,26830134,Home Loan,18347970,8482164,7.49,25,A070,268301,1341507,264978,Completed
1598,H06038,O01987,2025-05-19,35304718,Home Loan,19316005,15988713,7.5,25,A187,353047,1765236,261019,Cancelled
1599,H03056,O00877,2021-02-15,38652687,Bank Transfer,22743272,15909415,7.9,10,A135,386527,1932634,482669,Cancelled
1600,H01531,O01301,2021-06-04,37810835,Mortgage,23428105,14382730,10.24,30,A125,378108,1890542,224474,Completed
1601,H00314,O01925,2021-08-09,40023010,UPI,14579897,25443113,8.8,10,A116,400230,2001150,456207,Cancelled
1602,H02221,O01940,2025-06-21,39779204,UPI,23976187,15803017,8.67,15,A010,397792,1988960,448560,Pending
1603,H01395,O01457,2024-07-15,45772798,Mortgage,14563263,31209535,11.28,25,A135,457728,2288640,109468,Completed
1604,H05501,O00749,2020-12-20,21335066,UPI,14540232,6794834,10.48,20,A039,213351,1066753,327305,Pending
1605,H07415,O01276,2023-12-20,6992116,Home Loan,4897653,2094463,7.61,30,A024,69921,349606,171225,Pending
1606,H02806,O01116,2020-12-07,7280915,Cash,3855249,3425666,8.12,30,A084,72809,364046,259576,Cancelled
1607,H04554,O01421,2023-03-08,6858911,Cash,3226223,3632688,11.98,25,A151,68589,342946,333010,Pending
1608,H07380,O00146,2024-03-14,2661335,Mortgage,1952003,709332,11.72,10,A132,26613,133067,87337,Completed
1609,H03369,O00304,2024-08-17,48751318,Home Loan,35777268,12974050,8.61,15,A057,487513,2437566,31327,Cancelled
1610,H05426,O00885,2020-03-24,19574581,Bank Transfer,6569873,13004708,7.46,20,A140,195746,978729,316491,Completed
1611,H06030,O01931,2025-01-13,8130390,Mortgage,3499424,4630966,6.61,15,A038,81304,406520,108622,Completed
1612,H07109,O01302,2020-09-24,39030055,Bank Transfer,24991494,14038561,8.89,30,A041,390301,1951503,263188,Cancelled
1613,H09655,O00382,2023-07-14,49813143,Mortgage,24147680,25665463,11.95,25,A189,498131,2490657,466658,Completed
1614,H01620,O01151,2021-09-26,3129172,Bank Transfer,994517,2134655,8.29,15,A009,31292,156459,373895,Cancelled
1615,H05009,O00068,2020-12-11,41928993,Bank Transfer,16291648,25637345,10.74,10,A063,419290,2096450,109455,Cancelled
1616,H08892,O01578,2021-02-18,5526710,Cash,3083777,2442933,9.14,30,A055,55267,276336,259098,Completed
1617,H04018,O01537,2020-04-21,30350505,UPI,13055325,17295180,11.36,20,A176,303505,1517525,202556,Cancelled
1618,H09980,O01961,2023-08-24,20145368,Bank Transfer,9110042,11035326,7.43,10,A070,201454,1007268,859,Pending
1619,H03803,O01769,2022-05-05,18406303,Cash,5750563,12655740,8.03,15,A187,184063,920315,325066,Pending
1620,H03363,O01026,2024-04-16,6040735,UPI,2362840,3677895,10.62,25,A138,60407,302037,113408,Completed
1621,H00053,O00723,2021-11-14,8845637,Cash,4702301,4143336,9.21,25,A037,88456,442282,151517,Completed
1622,H04269,O00578,2023-09-17,22883137,Mortgage,11892592,10990545,9.1,10,A048,228831,1144157,344887,Pending
1623,H04091,O00198,2023-09-25,10731567,UPI,6333927,4397640,10.72,30,A071,107316,536578,432406,Cancelled
1624,H06903,O00907,2021-07-24,38609785,Mortgage,27365368,11244417,7.64,15,A022,386098,1930489,493562,Pending
1625,H08159,O00460,2023-12-17,12016735,Cash,9199895,2816840,8.36,30,A076,120167,600837,430213,Completed
1626,H05040,O00378,2025-08-31,38448756,Home Loan,25901285,12547471,9.33,15,A133,384488,1922438,96560,Pending
1627,H04303,O00466,2023-02-20,5261944,Mortgage,2611594,2650350,7.17,20,A094,52619,263097,130074,Completed
1628,H04905,O00634,2024-02-14,6522675,UPI,3133180,3389495,6.75,25,A054,65227,326134,53251,Pending
1629,H03767,O00344,2021-04-18,30624200,Mortgage,15454132,15170068,6.53,20,A173,306242,1531210,204504,Pending
1630,H06212,O01083,2024-11-30,43233236,UPI,15025549,28207687,10.89,20,A142,432332,2161662,450306,Pending
1631,H06245,O01005,2021-01-17,20192564,Mortgage,11705296,8487268,10.59,20,A023,201926,1009628,497868,Pending
1632,H01158,O00911,2025-07-14,4023663,Bank Transfer,3018189,1005474,7.92,30,A037,40237,201183,237976,Cancelled
1633,H09069,O00418,2022-06-22,18161145,UPI,9857765,8303380,11.91,25,A141,181611,908057,258126,Cancelled
1634,H01441,O01838,2020-09-12,48594847,Home Loan,28256251,20338596,7.78,20,A157,485948,2429742,65372,Pending
1635,H01357,O00791,2023-01-19,20536407,Cash,13581376,6955031,8.41,10,A004,205364,1026820,171069,Cancelled
1636,H06082,O00958,2022-02-14,31091212,Cash,24861064,6230148,10.87,25,A019,310912,1554561,116395,Pending
1637,H04013,O00851,2024-06-25,3331772,UPI,2343559,988213,7.54,25,A076,33318,166589,222027,Cancelled
1638,H02863,O00283,2022-03-26,39915396,UPI,31588357,8327039,11.67,25,A073,399154,1995770,385654,Cancelled
1639,H04377,O01073,2023-05-13,29536333,Bank Transfer,18320611,11215722,9.64,30,A088,295363,1476817,262230,Cancelled
1640,H05235,O00242,2020-01-22,36920721,Bank Transfer,25022035,11898686,7.98,10,A042,369207,1846036,304340,Pending
1641,H06003,O01853,2022-06-06,2925879,Cash,1003401,1922478,7.64,20,A168,29259,146294,84814,Completed
1642,H06693,O01284,2021-04-09,21993672,UPI,9754378,12239294,11.44,15,A068,219937,1099684,152099,Completed
1643,H01078,O00079,2025-11-08,17082502,UPI,11082482,6000020,8.63,30,A099,170825,854125,177712,Completed
1644,H01073,O00919,2024-03-15,28810686,UPI,14067536,14743150,7.11,15,A038,288107,1440534,71765,Completed
1645,H00108,O00782,2022-12-15,8763311,Home Loan,3436040,5327271,8.65,30,A153,87633,438166,448453,Cancelled
1646,H04026,O00093,2020-11-24,19482975,UPI,13095622,6387353,11.15,20,A095,194830,974149,261685,Pending
1647,H08054,O01690,2024-11-24,14931643,Home Loan,7247797,7683846,7.24,30,A075,149316,746582,203166,Pending
1648,H01054,O00228,2020-02-11,24367154,Home Loan,14726593,9640561,6.63,15,A119,243672,1218358,293388,Completed
1649,H08768,O01441,2021-09-05,4835684,Bank Transfer,2265632,2570052,7,15,A072,48357,241784,54057,Completed
1650,H08793,O00460,2022-06-25,18745963,UPI,13967577,4778386,9.63,25,A128,187460,937298,19855,Cancelled
1651,H01885,O01286,2025-07-15,48949230,UPI,32215369,16733861,10.91,20,A093,489492,2447462,491501,Cancelled
1652,H01392,O00991,2023-11-24,36975257,Mortgage,11774204,25201053,7.63,25,A179,369753,1848763,294756,Completed
1653,H01048,O01989,2024-05-12,32980561,Mortgage,15100892,17879669,10.35,30,A148,329806,1649028,461402,Cancelled
1654,H05137,O01194,2024-05-29,16088114,Cash,11062604,5025510,10.65,25,A150,160881,804406,225126,Cancelled
1655,H09954,O00238,2025-07-04,17111899,UPI,13545750,3566149,6.95,10,A005,171119,855595,425035,Completed
1656,H02139,O00891,2023-05-17,15868098,Bank Transfer,10816419,5051679,6.57,30,A128,158681,793405,267459,Pending
1657,H02287,O01510,2021-01-16,38891753,Mortgage,18058559,20833194,8.59,15,A173,388918,1944588,54408,Cancelled
1658,H05790,O00200,2025-06-23,19052797,Home Loan,13386237,5666560,9,20,A167,190528,952640,38925,Completed
1659,H02401,O01750,2020-09-05,19504744,Cash,12203545,7301199,7.88,25,A124,195047,975237,309658,Completed
1660,H09859,O00812,2021-12-14,36648448,Bank Transfer,15722461,20925987,7.74,10,A198,366484,1832422,201195,Completed
1661,H09261,O01777,2020-11-18,40007956,Bank Transfer,15493591,24514365,6.66,10,A175,400080,2000398,366297,Cancelled
1662,H02665,O00442,2020-05-22,3924692,Home Loan,2564769,1359923,11.9,20,A069,39247,196235,9771,Cancelled
1663,H08309,O01648,2023-11-13,29068740,Bank Transfer,21924965,7143775,8.28,20,A197,290687,1453437,81075,Pending
1664,H09385,O00925,2023-05-14,39701151,Cash,17182804,22518347,11.45,25,A028,397012,1985058,325060,Cancelled
1665,H00540,O00832,2025-08-15,25688801,Bank Transfer,18566374,7122427,7.13,30,A056,256888,1284440,466019,Completed
1666,H07466,O00044,2025-11-05,8169948,Home Loan,3140042,5029906,10.55,25,A118,81699,408497,205766,Cancelled
1667,H08581,O00697,2023-05-22,5679572,Bank Transfer,4483355,1196217,11.69,10,A179,56796,283979,245565,Completed
1668,H08341,O01577,2022-12-14,5403274,Mortgage,4196492,1206782,11.64,15,A011,54033,270164,412895,Pending
1669,H06541,O00571,2021-04-06,11670644,Home Loan,4679468,6991176,8.38,20,A011,116706,583532,449495,Completed
1670,H05822,O01636,2022-07-21,16727044,Bank Transfer,6858350,9868694,9.64,15,A099,167270,836352,17542,Completed
1671,H04894,O00981,2025-03-20,33201901,UPI,11615484,21586417,8.1,30,A005,332019,1660095,280147,Cancelled
1672,H08991,O00922,2025-02-24,42461742,Cash,26340054,16121688,9.7,20,A087,424617,2123087,340476,Completed
1673,H07708,O01959,2025-02-07,35620600,Bank Transfer,21992901,13627699,6.54,30,A137,356206,1781030,498452,Cancelled
1674,H08141,O00893,2024-05-27,48753923,Cash,30332963,18420960,10.87,10,A144,487539,2437696,484835,Completed
1675,H03440,O01064,2024-03-14,6868692,Mortgage,4636901,2231791,9.3,30,A120,68687,343435,225773,Cancelled
1676,H06261,O01820,2022-08-11,24809984,Bank Transfer,19037370,5772614,6.76,10,A114,248100,1240499,81196,Cancelled
