house_id,location_id,builder_id,property_type_id,listing_date,area_sqft,bedrooms,bathrooms,balcony_count,parking_spaces,floor_number,total_floors,furnishing_status,property_age,facing_direction,price,sale_status
676,L021,B006,PT009,5/8/2024,1068,1,2,1,0,3,28,Furnished,19,North-East,7028111,Available
677,L036,B015,PT002,5/10/2024,2926,4,4,4,4,32,21,Semi-Furnished,10,South-East,14749313,Reserved
678,L018,B011,PT007,1/21/2025,3524,5,4,4,0,24,15,Unfurnished,3,North-West,32846578,Sold
679,L080,B044,PT003,4/28/2024,1706,2,2,3,4,2,4,Semi-Furnished,11,North-West,23636194,Sold
680,L035,B007,PT010,2/15/2025,1006,1,2,4,2,15,36,Unfurnished,7,East,9497988,Reserved
681,L055,B029,PT005,9/21/2024,2162,3,2,2,2,11,12,Unfurnished,15,South,28160883,Reserved
682,L021,B045,PT010,9/9/2024,875,1,1,1,2,16,34,Furnished,9,South-West,5094288,Sold
683,L059,B048,PT010,5/13/2024,2721,4,3,4,4,19,17,Semi-Furnished,9,North,20918157,Available
684,L071,B022,PT002,6/25/2025,778,1,1,3,4,5,19,Semi-Furnished,1,South-West,10032894,Reserved
685,L042,B015,PT005,4/26/2025,1191,1,2,2,3,20,3,Unfurnished,18,East,16320306,Reserved
686,L002,B031,PT006,12/12/2024,1310,2,2,4,3,9,19,Semi-Furnished,1,South-West,9608865,Available
687,L057,B012,PT008,11/18/2024,4827,6,5,2,4,22,10,Semi-Furnished,1,North-East,28120026,Available
688,L004,B002,PT009,7/5/2024,4023,6,5,3,1,3,7,Semi-Furnished,10,North,44956611,Sold
689,L070,B009,PT008,12/29/2024,3874,6,5,2,0,19,40,Unfurnished,11,South-East,22262184,Reserved
690,L042,B026,PT002,1/9/2024,3832,6,5,1,1,28,40,Furnished,19,North,52339607,Sold
691,L080,B018,PT006,6/23/2024,902,1,1,4,2,21,17,Unfurnished,14,North,7347771,Sold
692,L094,B028,PT007,9/16/2025,3512,5,5,1,2,35,7,Semi-Furnished,12,North-East,19098400,Sold
693,L015,B034,PT001,8/26/2024,1767,2,2,3,3,30,10,Semi-Furnished,13,South-East,15852834,Available
694,L091,B016,PT002,7/30/2024,3112,5,4,4,2,0,12,Furnished,11,South-East,45484760,Sold
695,L048,B038,PT005,1/29/2024,637,1,2,4,2,8,23,Furnished,15,North-West,6181560,Available
696,L026,B028,PT002,6/7/2025,2810,4,3,3,2,33,22,Unfurnished,17,North-West,32988190,Reserved
697,L088,B042,PT002,1/4/2024,3504,5,4,3,2,5,13,Semi-Furnished,3,South-East,47844831,Available
698,L063,B004,PT005,10/18/2024,3635,6,5,1,3,10,9,Furnished,6,West,56187523,Available
699,L087,B016,PT005,3/16/2025,2121,3,2,2,3,4,11,Unfurnished,0,North-East,28788310,Sold
700,L063,B013,PT004,7/23/2024,1384,2,3,4,2,29,33,Furnished,19,South-East,16816171,Reserved
701,L034,B004,PT001,1/2/2024,1555,2,1,1,0,21,30,Unfurnished,2,West,23894535,Available
702,L021,B042,PT006,8/13/2024,1511,2,1,2,0,33,30,Furnished,3,East,22779757,Sold
703,L057,B047,PT010,2/6/2025,4343,6,5,2,3,4,38,Furnished,2,North-West,42973794,Available
704,L014,B023,PT002,10/29/2025,4895,6,5,2,1,27,18,Unfurnished,10,South,48796985,Sold
705,L031,B002,PT010,9/14/2024,1882,3,3,3,2,31,13,Unfurnished,10,West,11423729,Available
706,L021,B026,PT008,12/24/2025,2998,4,5,3,0,1,6,Unfurnished,6,North-East,39652218,Sold
707,L063,B009,PT004,4/18/2024,3853,6,5,2,0,6,28,Unfurnished,8,South,49244791,Reserved
708,L073,B018,PT006,1/12/2024,641,1,1,4,2,30,36,Furnished,19,North-East,7958825,Available
709,L095,B042,PT009,11/6/2024,1075,1,2,4,4,0,12,Unfurnished,8,East,9907320,Available
710,L032,B050,PT002,3/15/2024,1344,2,2,2,3,22,14,Furnished,14,South-West,15184739,Available
711,L074,B024,PT007,7/29/2024,1432,2,2,3,4,24,21,Unfurnished,6,North-East,11488381,Sold
712,L088,B025,PT003,3/20/2024,4107,6,5,3,0,34,26,Furnished,6,South-West,29797091,Reserved
713,L050,B005,PT001,1/26/2024,4233,6,5,1,0,7,38,Semi-Furnished,18,South,43673284,Reserved
714,L057,B026,PT008,2/14/2024,3599,5,4,3,4,4,19,Furnished,15,North-West,39364257,Available
715,L044,B006,PT005,4/19/2024,4541,6,5,2,1,1,35,Furnished,4,South,40145201,Sold
716,L006,B018,PT009,3/14/2025,813,1,2,4,4,29,40,Furnished,9,South,4363857,Sold
717,L014,B041,PT002,3/18/2024,3300,5,5,2,2,18,20,Furnished,10,South,44091258,Reserved
718,L025,B031,PT009,1/13/2024,905,1,1,4,2,2,17,Semi-Furnished,2,North,5240601,Reserved
719,L003,B043,PT007,7/13/2025,4775,6,5,4,4,6,2,Semi-Furnished,8,South-East,38849547,Reserved
720,L092,B027,PT006,6/9/2025,4183,6,5,1,0,12,25,Unfurnished,2,West,29958253,Reserved
721,L009,B037,PT008,5/5/2025,1311,2,1,1,4,9,4,Unfurnished,18,South-East,19808772,Reserved
722,L057,B033,PT001,3/16/2024,3230,5,5,1,2,30,4,Unfurnished,20,North,24937251,Sold
723,L036,B030,PT010,4/19/2025,4815,6,5,2,3,21,25,Semi-Furnished,16,South,25773997,Reserved
724,L010,B005,PT001,6/29/2025,2042,3,2,4,3,14,11,Furnished,15,South,17119299,Sold
725,L096,B019,PT010,3/14/2024,3065,5,5,1,2,20,13,Furnished,11,North-East,34469263,Reserved
726,L076,B031,PT010,2/23/2025,2321,3,3,2,0,11,40,Unfurnished,6,South,24760477,Reserved
727,L021,B016,PT010,3/1/2025,1475,2,1,4,2,2,23,Unfurnished,0,North-West,17149346,Available
728,L090,B029,PT004,11/21/2024,3583,5,4,2,4,10,4,Furnished,16,West,41898232,Sold
729,L071,B004,PT007,2/26/2024,2365,3,3,3,3,20,22,Semi-Furnished,16,West,32253671,Sold
730,L019,B016,PT001,2/17/2025,2735,4,4,1,4,21,15,Unfurnished,19,North-East,41640376,Available
731,L038,B009,PT009,5/3/2025,1576,2,2,3,3,30,1,Unfurnished,16,South-East,20183906,Sold
732,L030,B033,PT004,7/25/2024,1655,2,2,4,4,35,14,Semi-Furnished,13,North-West,14845442,Reserved
733,L033,B018,PT004,6/10/2024,4880,6,5,4,3,23,36,Furnished,8,West,69910815,Sold
734,L058,B005,PT010,5/16/2024,2124,3,2,4,3,31,29,Unfurnished,15,North,13408052,Sold
735,L007,B016,PT004,12/18/2025,1394,2,2,3,2,31,35,Furnished,14,South,16098751,Reserved
736,L029,B003,PT008,7/30/2024,3811,6,5,4,3,28,30,Furnished,10,West,51779783,Available
737,L090,B001,PT008,9/14/2024,4426,6,5,1,0,17,9,Furnished,18,North,32149019,Sold
738,L066,B008,PT009,1/10/2025,4325,6,5,3,0,4,13,Semi-Furnished,6,South-West,48857235,Reserved
739,L051,B047,PT008,2/17/2025,3367,5,4,1,1,20,26,Unfurnished,10,East,47202752,Reserved
740,L024,B044,PT002,4/17/2025,2418,4,4,1,1,26,35,Furnished,16,West,32123652,Available
741,L014,B022,PT005,9/26/2024,3608,6,5,4,0,11,1,Furnished,5,South,32905234,Reserved
742,L094,B013,PT002,4/23/2024,850,1,1,4,2,4,10,Unfurnished,11,West,4455792,Sold
743,L083,B041,PT005,11/23/2024,2881,4,4,1,0,35,40,Unfurnished,1,South,15836705,Sold
744,L075,B004,PT010,3/6/2024,4330,6,5,1,2,11,24,Unfurnished,20,South-West,43272158,Sold
745,L058,B036,PT005,2/9/2024,3132,5,5,4,3,34,7,Semi-Furnished,3,North,27826412,Sold
746,L083,B027,PT009,4/10/2025,2689,4,3,2,0,14,16,Furnished,7,South-West,29074616,Available
747,L041,B042,PT001,4/13/2024,2743,4,4,1,3,20,40,Furnished,4,East,14740714,Sold
748,L061,B044,PT009,7/15/2024,3628,6,5,3,1,7,2,Unfurnished,8,South,37691737,Reserved
749,L098,B020,PT001,3/1/2025,4794,6,5,4,2,5,23,Semi-Furnished,9,South-East,73473531,Sold
750,L040,B025,PT009,9/8/2024,4549,6,5,3,3,34,21,Unfurnished,11,South-West,53623598,Sold
751,L030,B021,PT001,2/21/2025,1443,2,1,3,0,26,28,Unfurnished,9,West,12257821,Reserved
752,L040,B037,PT009,8/16/2025,4513,6,5,3,3,16,12,Unfurnished,11,South-West,23520642,Available
753,L021,B019,PT008,1/2/2025,3034,5,5,1,4,5,20,Furnished,16,North-West,42600605,Reserved
754,L008,B006,PT009,5/27/2025,2758,4,4,3,1,12,25,Furnished,8,East,30229996,Sold
755,L004,B043,PT007,6/20/2025,3854,6,5,4,0,6,19,Semi-Furnished,2,West,27741276,Available
756,L059,B023,PT007,2/6/2024,4070,6,5,3,4,12,6,Unfurnished,2,North-West,24397718,Sold
757,L030,B035,PT007,9/26/2024,4903,6,5,4,2,15,38,Unfurnished,18,South-East,50270608,Reserved
758,L034,B018,PT003,7/13/2024,794,1,2,3,0,3,15,Semi-Furnished,18,East,6008479,Sold
759,L040,B007,PT002,9/30/2025,2828,4,3,4,1,5,17,Unfurnished,14,North-West,40985591,Reserved
760,L056,B032,PT007,2/23/2025,1812,3,4,1,3,20,29,Unfurnished,11,East,26359355,Available
761,L006,B037,PT005,9/3/2025,4061,6,5,4,2,7,26,Semi-Furnished,0,North,46083027,Sold
762,L077,B010,PT009,4/5/2024,3675,6,5,4,2,6,36,Furnished,6,North-West,25524650,Sold
763,L058,B021,PT002,11/15/2025,4919,6,5,2,2,32,28,Unfurnished,12,North-West,38217223,Available
764,L072,B009,PT004,4/8/2025,4030,6,5,3,0,28,12,Furnished,3,South,40193774,Reserved
765,L015,B037,PT004,1/15/2024,1511,2,1,1,0,9,20,Furnished,4,West,10244837,Reserved
766,L024,B016,PT004,11/25/2025,4030,6,5,2,2,19,29,Furnished,9,West,25882177,Available
767,L086,B028,PT009,4/29/2024,4318,6,5,1,0,10,39,Unfurnished,14,East,42545777,Reserved
768,L028,B002,PT002,1/14/2024,2664,4,3,3,1,7,27,Unfurnished,11,South,19504243,Sold
769,L092,B012,PT007,2/8/2024,2045,3,4,4,4,23,12,Furnished,19,East,26193340,Reserved
770,L055,B009,PT004,8/25/2024,1918,3,4,1,0,14,11,Furnished,1,North,17056305,Reserved
771,L057,B002,PT009,9/3/2024,1134,1,1,3,4,20,27,Semi-Furnished,16,West,15575911,Available
772,L021,B050,PT010,5/5/2025,4916,6,5,2,4,18,30,Unfurnished,12,North-West,35085203,Reserved
773,L013,B016,PT001,10/10/2024,4964,6,5,1,0,10,24,Unfurnished,18,South-East,74775516,Sold
774,L019,B010,PT007,11/11/2024,3262,5,4,2,2,14,15,Furnished,4,South-West,17650686,Reserved
775,L086,B013,PT010,8/21/2025,4613,6,5,2,4,10,40,Unfurnished,18,North,49178507,Sold
776,L011,B040,PT003,7/22/2025,2700,4,4,4,2,33,7,Furnished,3,North,28107369,Available
777,L045,B001,PT003,4/29/2024,3732,6,5,1,0,27,8,Unfurnished,20,South-East,31417805,Sold
778,L037,B017,PT009,9/8/2024,3909,6,5,3,2,13,6,Furnished,2,North-East,34934651,Available
779,L057,B037,PT004,2/7/2025,4652,6,5,2,0,28,10,Furnished,15,North-East,32975815,Reserved
780,L082,B026,PT005,6/26/2025,1655,2,1,4,1,34,17,Furnished,1,South-East,20777454,Available
781,L082,B050,PT005,5/30/2024,4973,6,5,3,1,9,35,Unfurnished,19,South,45537688,Available
782,L024,B024,PT005,12/25/2025,3109,5,5,4,0,31,18,Furnished,17,North-West,24826468,Sold
783,L006,B035,PT008,9/3/2025,2779,4,4,2,2,1,36,Semi-Furnished,3,North-West,15126557,Sold
784,L046,B003,PT009,12/5/2025,2077,3,4,1,1,23,40,Semi-Furnished,3,North,27931696,Available
785,L023,B009,PT002,12/31/2025,2081,3,3,1,3,26,19,Furnished,10,West,20793398,Available
786,L058,B014,PT003,9/30/2025,4919,6,5,4,2,9,22,Unfurnished,8,West,53825962,Sold
787,L009,B013,PT003,7/14/2024,2692,4,5,2,3,4,8,Furnished,1,West,27092099,Reserved
788,L085,B023,PT007,11/15/2025,4080,6,5,4,4,35,7,Semi-Furnished,9,West,31158033,Reserved
789,L081,B030,PT007,6/8/2025,791,1,1,4,3,10,15,Semi-Furnished,15,South-West,7330824,Reserved
790,L031,B042,PT001,1/31/2025,641,1,2,2,3,18,25,Semi-Furnished,18,South-West,9866480,Available
791,L088,B049,PT007,9/5/2024,1008,1,2,4,3,33,22,Semi-Furnished,8,South-East,12703870,Sold
792,L040,B024,PT008,9/8/2025,1795,2,2,2,3,32,9,Semi-Furnished,5,South,17531867,Sold
793,L029,B003,PT001,1/29/2024,930,1,1,4,1,11,11,Semi-Furnished,16,South,13735286,Available
794,L010,B011,PT004,10/18/2024,1579,2,2,3,2,4,14,Semi-Furnished,1,South-East,19977497,Available
795,L081,B044,PT002,1/27/2024,3296,5,4,2,2,33,22,Furnished,15,North,33404898,Reserved
796,L098,B016,PT007,9/13/2024,4483,6,5,2,4,20,7,Furnished,2,North-West,43870362,Sold
797,L035,B041,PT003,4/6/2025,4172,6,5,2,2,35,9,Furnished,18,North-West,38059824,Sold
798,L081,B008,PT010,7/20/2025,4416,6,5,2,4,0,24,Unfurnished,11,North-West,31432804,Sold
799,L019,B033,PT002,5/6/2024,2802,4,3,4,4,16,38,Semi-Furnished,15,East,20279095,Sold
800,L057,B026,PT001,12/15/2025,2482,4,3,2,2,35,18,Semi-Furnished,4,North-West,28243541,Available
801,L100,B041,PT006,3/21/2024,3419,5,4,4,4,35,35,Unfurnished,11,West,20972629,Sold
802,L020,B034,PT006,5/30/2024,4629,6,5,2,4,20,24,Unfurnished,6,West,28513997,Sold
803,L008,B036,PT005,7/1/2024,3715,6,5,2,0,32,7,Unfurnished,2,South-East,55101426,Sold
804,L055,B011,PT002,9/16/2024,4297,6,5,3,1,33,39,Furnished,15,North-West,24425988,Reserved
805,L051,B037,PT005,10/12/2025,767,1,2,2,4,12,40,Furnished,10,South-East,4901873,Available
806,L005,B026,PT003,9/22/2024,2537,4,5,1,1,18,35,Semi-Furnished,0,North,39549253,Sold
807,L005,B046,PT002,10/26/2024,3478,5,5,3,3,4,32,Semi-Furnished,9,East,51830031,Available
808,L048,B032,PT010,1/20/2025,4301,6,5,3,0,9,36,Furnished,9,South-West,60368640,Available
809,L073,B037,PT002,12/16/2024,3675,6,5,4,3,25,21,Unfurnished,11,North-West,54078356,Available
810,L032,B014,PT006,9/17/2024,2800,4,5,4,0,12,4,Furnished,19,South-West,31385878,Reserved
811,L036,B036,PT007,2/6/2025,2096,3,3,3,3,18,27,Furnished,12,East,15361881,Reserved
812,L089,B002,PT006,10/1/2024,2555,4,5,4,2,34,30,Furnished,16,East,33883443,Sold
813,L052,B023,PT004,2/24/2025,1180,1,2,2,4,6,13,Unfurnished,15,North,5561344,Sold
814,L078,B008,PT003,8/8/2024,4878,6,5,4,3,17,6,Semi-Furnished,10,North,29056326,Sold
815,L020,B042,PT005,3/24/2024,2635,4,3,3,2,21,5,Furnished,7,East,21005426,Sold
816,L060,B022,PT010,11/23/2024,4128,6,5,1,3,7,33,Unfurnished,4,North-West,52382815,Reserved
817,L063,B042,PT003,10/8/2024,1778,2,1,2,3,26,24,Unfurnished,17,North-West,23746971,Available
818,L075,B023,PT004,10/7/2025,2162,3,2,1,0,26,27,Unfurnished,15,North-West,24143594,Sold
819,L067,B037,PT004,7/6/2024,4692,6,5,3,1,23,10,Semi-Furnished,8,South,70053342,Reserved
820,L089,B048,PT005,10/16/2025,4684,6,5,1,4,7,35,Unfurnished,12,West,54776991,Sold
821,L026,B030,PT010,9/17/2025,3144,5,5,4,4,0,37,Furnished,7,West,27171613,Sold
822,L091,B005,PT009,10/7/2025,4313,6,5,4,3,29,28,Unfurnished,14,South,64776200,Available
823,L035,B008,PT003,8/18/2024,2662,4,5,3,4,15,34,Semi-Furnished,6,South-West,29034633,Sold
824,L080,B003,PT006,3/20/2025,2292,3,2,4,1,23,18,Semi-Furnished,7,South-West,19482654,Reserved
825,L009,B006,PT009,2/6/2025,2777,4,3,2,1,23,15,Furnished,19,South,33253737,Available
826,L029,B033,PT006,1/18/2024,1151,1,2,4,4,20,26,Semi-Furnished,20,South-West,11004414,Available
827,L050,B014,PT006,10/19/2024,1119,1,2,3,0,29,33,Unfurnished,17,South-East,11004711,Available
828,L089,B038,PT007,5/19/2024,2999,4,3,1,4,18,6,Semi-Furnished,8,South,18646384,Available
829,L026,B034,PT002,11/26/2025,4902,6,5,3,4,1,25,Unfurnished,0,West,39181965,Available
830,L062,B017,PT003,12/14/2025,3480,5,5,3,3,29,19,Semi-Furnished,10,South-West,40031200,Reserved
831,L045,B002,PT003,11/6/2025,3245,5,5,1,4,35,11,Furnished,14,South-West,50712812,Available
832,L045,B018,PT002,9/15/2025,961,1,1,3,1,5,24,Unfurnished,17,South,10581726,Reserved
833,L064,B002,PT002,8/24/2024,1425,2,2,4,2,25,15,Semi-Furnished,15,South-West,10254213,Reserved
834,L053,B047,PT003,10/3/2024,3767,6,5,4,2,22,3,Semi-Furnished,14,North-East,55814250,Reserved
835,L091,B032,PT002,7/28/2025,4144,6,5,3,0,1,28,Furnished,2,East,43171603,Reserved
836,L007,B037,PT010,10/31/2025,3651,6,5,4,0,7,4,Semi-Furnished,3,South-East,21405173,Sold
837,L038,B049,PT004,4/8/2025,4475,6,5,2,1,1,33,Unfurnished,9,North-East,65223547,Reserved
838,L040,B001,PT003,1/28/2025,2720,4,4,1,2,6,16,Furnished,3,South-East,16278645,Available
839,L095,B043,PT006,11/9/2024,4408,6,5,2,0,5,12,Semi-Furnished,10,North,34787612,Reserved
840,L095,B026,PT009,9/16/2024,2379,3,3,3,1,6,34,Semi-Furnished,8,East,17548024,Available
841,L072,B007,PT006,10/13/2025,4923,6,5,2,4,20,38,Semi-Furnished,7,North-East,56814816,Reserved
842,L087,B025,PT006,12/14/2025,842,1,1,4,3,3,26,Semi-Furnished,12,North,6115175,Available
843,L097,B007,PT008,6/17/2024,3116,5,5,1,0,15,3,Unfurnished,11,South-West,46112960,Reserved
844,L013,B040,PT006,6/8/2025,1840,3,3,2,2,4,24,Semi-Furnished,9,North-West,23403323,Reserved
845,L047,B028,PT009,1/9/2024,2333,3,4,3,1,13,11,Semi-Furnished,8,North-West,31426107,Reserved
846,L019,B048,PT007,7/13/2024,3247,5,4,4,0,22,1,Semi-Furnished,1,North-West,42998885,Reserved
847,L081,B021,PT006,9/10/2024,2895,4,4,1,0,23,17,Semi-Furnished,3,South,27100433,Available
848,L008,B039,PT006,3/31/2024,1911,3,4,2,2,16,10,Unfurnished,4,North,13133221,Reserved
849,L028,B004,PT008,4/16/2024,4347,6,5,3,3,33,35,Semi-Furnished,17,East,24669340,Sold
850,L014,B032,PT008,7/2/2024,4158,6,5,1,3,17,14,Furnished,0,East,25103137,Reserved
851,L073,B003,PT004,4/24/2025,3182,5,5,3,4,0,1,Unfurnished,15,East,32681412,Sold
852,L026,B016,PT010,1/8/2025,2157,3,2,1,2,13,28,Furnished,15,North-East,30162700,Reserved
853,L027,B028,PT009,7/11/2025,1046,1,2,2,1,8,21,Semi-Furnished,16,North-West,15506455,Reserved
854,L005,B041,PT010,12/31/2024,3527,5,5,4,4,12,3,Semi-Furnished,18,South,34623850,Reserved
855,L012,B014,PT001,12/29/2024,2536,4,3,1,4,29,9,Unfurnished,14,South,19515897,Sold
856,L004,B031,PT009,7/22/2024,3679,6,5,3,0,4,30,Semi-Furnished,19,South,48544996,Available
857,L073,B016,PT005,7/19/2024,2211,3,4,2,1,11,12,Semi-Furnished,2,South,28466616,Available
858,L025,B015,PT007,6/15/2024,3512,5,4,1,4,5,17,Furnished,3,South-East,44843666,Available
859,L073,B045,PT004,6/26/2025,3576,5,4,2,0,20,40,Furnished,2,West,51888938,Available
860,L050,B001,PT006,1/12/2025,1156,1,1,3,0,33,20,Semi-Furnished,19,North-West,16109278,Sold
861,L066,B016,PT007,8/8/2024,3383,5,4,4,2,8,7,Semi-Furnished,14,North,31792131,Sold
862,L007,B042,PT006,4/18/2025,3314,5,4,3,1,3,9,Furnished,3,North,50757278,Reserved
863,L092,B002,PT010,4/28/2025,3881,6,5,3,1,20,17,Semi-Furnished,8,North-East,43669033,Sold
864,L066,B003,PT007,12/5/2025,3396,5,5,1,3,20,2,Furnished,19,South,29001316,Reserved
865,L056,B023,PT003,7/14/2024,1851,3,3,4,3,8,18,Furnished,9,South-East,12620650,Sold
866,L058,B030,PT002,4/9/2025,1892,3,3,1,2,17,26,Semi-Furnished,2,East,17828793,Sold
867,L064,B023,PT008,2/11/2024,4975,6,5,4,1,23,32,Semi-Furnished,7,South,38925510,Sold
868,L099,B045,PT007,12/18/2025,1840,3,3,1,2,11,15,Unfurnished,20,South,21282339,Sold
869,L037,B019,PT005,1/12/2024,892,1,1,3,0,2,7,Furnished,6,West,5748922,Available
870,L080,B033,PT001,12/21/2024,697,1,1,1,0,13,25,Semi-Furnished,0,South-West,5343484,Available
871,L003,B041,PT008,5/25/2025,4722,6,5,3,2,30,33,Furnished,20,East,66360369,Sold
872,L086,B050,PT008,6/7/2025,4081,6,5,3,0,34,21,Semi-Furnished,5,West,40401536,Reserved
873,L039,B016,PT005,5/10/2024,3685,6,5,3,1,4,4,Furnished,20,North,33078909,Sold
874,L053,B044,PT005,8/4/2024,3462,5,5,3,0,13,20,Unfurnished,8,South,42002377,Available
875,L063,B038,PT005,6/3/2025,3948,6,5,2,1,27,33,Furnished,10,North,25220955,Reserved
876,L020,B041,PT005,6/28/2025,2245,3,2,1,3,15,16,Unfurnished,13,East,27528265,Sold
877,L031,B039,PT002,7/28/2024,4928,6,5,3,3,30,14,Semi-Furnished,2,South-West,38380060,Reserved
878,L090,B019,PT003,7/31/2024,4342,6,5,1,3,6,29,Furnished,4,North,25687499,Reserved
879,L070,B026,PT004,2/12/2024,4482,6,5,4,3,15,6,Furnished,19,West,24110880,Reserved
880,L049,B045,PT004,6/11/2025,860,1,2,4,1,19,4,Semi-Furnished,11,East,4214027,Available
881,L042,B018,PT009,9/1/2024,2770,4,4,3,1,30,3,Unfurnished,20,North,17925155,Available
882,L092,B033,PT004,2/11/2025,1114,1,1,3,2,14,9,Furnished,18,South,13612862,Reserved
883,L010,B015,PT006,10/31/2025,4050,6,5,3,4,10,26,Unfurnished,13,South-East,26256600,Sold
884,L089,B031,PT004,6/10/2025,1148,1,2,1,4,28,3,Unfurnished,13,South-West,8036626,Available
885,L099,B044,PT005,1/27/2025,3105,5,4,2,3,18,15,Semi-Furnished,18,South,26443752,Available
886,L043,B047,PT004,2/28/2024,4665,6,5,2,4,33,26,Semi-Furnished,0,West,32202039,Available
887,L082,B025,PT010,12/24/2024,4343,6,5,4,2,12,10,Furnished,18,South,49242751,Sold
888,L063,B018,PT008,9/7/2024,3725,6,5,1,4,10,1,Furnished,4,North-West,51530886,Reserved
889,L028,B016,PT004,8/5/2024,1878,3,2,1,3,32,21,Furnished,16,South-East,21686347,Reserved
890,L039,B043,PT002,11/3/2025,1195,1,2,1,3,29,32,Semi-Furnished,14,North-East,14757049,Reserved
891,L058,B011,PT009,9/7/2025,4622,6,5,3,0,4,27,Furnished,14,North,30216679,Reserved
892,L074,B043,PT004,3/29/2025,810,1,2,1,4,11,15,Semi-Furnished,13,East,8686354,Available
893,L004,B046,PT007,1/19/2024,1059,1,1,1,2,31,32,Semi-Furnished,15,East,5235625,Sold
894,L073,B041,PT001,7/11/2025,2979,4,5,3,3,31,7,Unfurnished,0,West,39651531,Reserved
895,L054,B045,PT007,1/13/2025,3959,6,5,1,1,20,7,Semi-Furnished,12,South-East,47585549,Available
896,L040,B028,PT003,11/28/2025,1877,3,4,1,1,20,29,Unfurnished,4,West,17864248,Sold
897,L025,B023,PT006,12/25/2024,3165,5,5,2,2,35,40,Semi-Furnished,1,West,27436865,Sold
898,L006,B042,PT002,7/7/2024,862,1,2,2,0,33,18,Unfurnished,1,South-West,9876328,Available
899,L011,B003,PT003,7/31/2025,2135,3,3,3,1,12,31,Unfurnished,2,North-East,18242181,Reserved
900,L041,B032,PT005,8/5/2024,4781,6,5,3,2,13,28,Unfurnished,20,East,38727155,Reserved
901,L058,B009,PT001,8/20/2025,2175,3,2,1,0,21,4,Unfurnished,18,East,23104139,Sold
902,L002,B027,PT008,10/26/2025,4064,6,5,3,4,30,7,Furnished,13,East,44970348,Reserved
903,L093,B002,PT009,11/11/2025,2636,4,5,3,1,4,9,Furnished,7,East,31146103,Sold
904,L075,B033,PT008,1/27/2025,2221,3,2,3,0,21,10,Semi-Furnished,9,North-East,20829147,Sold
905,L072,B001,PT004,3/29/2025,3929,6,5,2,4,25,4,Unfurnished,1,South-East,49972817,Available
906,L026,B012,PT007,7/17/2024,3829,6,5,2,4,2,14,Semi-Furnished,11,South,40317729,Sold
907,L072,B047,PT006,10/2/2024,622,1,1,4,2,30,30,Semi-Furnished,12,North-West,8640199,Reserved
908,L039,B042,PT005,8/10/2024,3078,5,5,4,0,22,30,Furnished,18,East,45746937,Reserved
909,L058,B006,PT001,6/26/2025,2283,3,4,4,1,17,36,Semi-Furnished,0,South-East,24387372,Available
910,L086,B030,PT002,12/19/2024,1362,2,3,3,1,24,10,Furnished,8,South-West,21287333,Reserved
911,L035,B037,PT006,1/1/2025,883,1,2,3,0,5,39,Unfurnished,1,West,8764033,Sold
912,L082,B022,PT010,8/14/2024,4382,6,5,2,3,23,35,Semi-Furnished,4,South-West,37447723,Available
913,L091,B020,PT004,5/5/2024,2521,4,4,1,2,24,29,Semi-Furnished,8,North,30538015,Reserved
914,L086,B008,PT006,1/21/2025,984,1,2,3,1,14,26,Semi-Furnished,16,East,6614364,Reserved
915,L068,B037,PT001,8/26/2024,4279,6,5,3,4,11,21,Furnished,10,West,62027359,Sold
916,L012,B001,PT003,7/2/2025,3324,5,4,3,2,26,8,Unfurnished,11,North-West,49376142,Available
917,L015,B034,PT006,12/6/2025,2497,4,5,3,3,16,14,Furnished,18,East,25153440,Reserved
918,L006,B027,PT004,2/13/2025,2221,3,3,3,1,27,18,Semi-Furnished,20,North-West,33508700,Available
919,L068,B033,PT010,8/19/2025,3088,5,5,2,1,3,7,Unfurnished,2,South-West,24004776,Available
920,L030,B010,PT001,3/30/2024,3480,5,5,2,3,1,4,Furnished,15,South-West,37734488,Reserved
921,L003,B015,PT007,7/21/2024,629,1,1,4,0,33,14,Furnished,6,East,3917165,Reserved
922,L085,B048,PT007,8/18/2024,3506,5,5,1,4,13,33,Semi-Furnished,8,North,27987077,Reserved
923,L006,B005,PT002,12/1/2025,4325,6,5,4,3,21,20,Furnished,4,North-West,29175117,Sold
924,L029,B001,PT008,8/24/2025,4540,6,5,4,1,12,34,Unfurnished,20,North,57141762,Sold
925,L042,B015,PT005,11/9/2025,4234,6,5,2,3,11,30,Furnished,10,North-East,50868854,Reserved
926,L054,B028,PT005,4/7/2025,4939,6,5,1,4,5,24,Unfurnished,11,South-West,33716971,Reserved
927,L007,B021,PT007,4/18/2024,3114,5,4,2,0,27,12,Unfurnished,19,North,26612354,Reserved
928,L073,B034,PT002,2/3/2025,1373,2,1,4,4,24,5,Unfurnished,14,South,14481729,Available
929,L003,B034,PT008,6/29/2024,1900,3,3,1,3,12,40,Furnished,17,South-West,10514401,Sold
930,L036,B010,PT007,5/3/2024,1552,2,2,1,2,35,5,Furnished,2,South,19050057,Sold
931,L001,B011,PT001,8/6/2025,3110,5,5,1,0,13,21,Semi-Furnished,19,South,18625528,Available
932,L064,B018,PT005,3/27/2025,3091,5,4,1,3,9,7,Furnished,18,South-East,38536743,Available
933,L008,B007,PT005,2/18/2024,1399,2,1,2,3,26,11,Semi-Furnished,9,South-East,15003037,Reserved
